ID,Date,CustomerID,ProductID,Quantity,UnitPrice,Revenue,Category,SupplierID,FactSales_DateKey,FactSales_CustomerKey,FactSales_ProductKey,FactSales_Quantity,FactSales_Revenue,DimDate_DateKey,DimDate_Date,DimDate_Day,DimDate_Month,DimDate_Year,DimCustomer_CustomerKey,DimCustomer_FirstName,DimCustomer_LastName,DimCustomer_Gender,DimCustomer_Age,DimCustomer_City,DimCustomer_Country,DimProduct_ProductKey,DimProduct_ProductName,DimProduct_Category,DimProduct_SupplierID,DimProduct_UnitPrice,FirstName,LastName,Gender,Age,City,EmployeeID,Shift,HoursWorked,Recency,Frequency,Monetary,ProfitMargin
1386,7/12/2018,6695,268,5,28.53,385.79,Clothing,398,7/12/2018,3669,256,10,487.66,1386,7/12/2018,Tuesday,November,2014,3017,Cynthia,Weiss,Female,41,Karachi,Pakistan,203,memory,Electronics,317,20.69,Henry,Luna,Female,20,Faisalabad,493,Night,10,28,10,932.05,0.16
1387,9/11/2018,3372,276,6,46.1,143.64,Home Decor,340,9/11/2018,8829,223,7,262.6,1387,9/11/2018,Thursday,June,1985,5067,Ryan,Walker,Male,41,Faisalabad,Pakistan,247,guess,Beauty,306,22.73,Rick,Walker,Male,37,Lahore,486,Night,6,305,5,849.86,0.26
1388,2/9/2023,4037,282,9,9.21,149.58,Beauty,311,2/9/2023,9164,243,9,147.42,1388,2/9/2023,Tuesday,May,1978,1400,Michael,White,Female,52,Karachi,Pakistan,210,eye,Beauty,337,18.76,Anthony,Perez,Male,40,Islamabad,402,Day,8,19,3,933.04,0.35
1389,1/19/2021,7915,289,4,25.54,209.73,Electronics,360,1/19/2021,2279,239,3,140.94,1389,1/19/2021,Sunday,September,1986,1980,Regina,Fernandez,Male,44,Karachi,Pakistan,223,activity,Home Decor,391,48.57,Garrett,Whitney,Male,46,Karachi,414,Night,9,30,6,155.32,0.11
1390,5/15/2020,4004,270,1,28.76,248.11,Clothing,326,5/15/2020,6988,210,6,56.12,1390,5/15/2020,Monday,August,1993,6893,Martha,Torres,Female,38,Karachi,Pakistan,216,discussion,Electronics,362,22.64,Christopher,Garcia,Female,49,Lahore,476,Night,9,40,1,624.71,0.44
1391,2/1/2021,9104,209,1,16.27,446.59,Home Decor,388,2/1/2021,9883,262,6,447.16,1391,2/1/2021,Monday,June,1986,1101,Johnathan,Davenport,Male,27,Karachi,Pakistan,279,suggest,Electronics,314,44.27,Julie,Mullen,Female,67,Lahore,409,Night,9,191,10,480.35,0.27
1392,10/26/2019,5784,272,8,38.79,422.78,Beauty,355,10/26/2019,4941,219,9,177.78,1392,10/26/2019,Wednesday,November,1972,5229,Brenda,Warren,Male,69,Lahore,Pakistan,247,rest,Home Decor,303,30.27,Mitchell,Green,Female,53,Lahore,413,Night,12,98,6,530.79,0.48
1393,11/13/2023,7495,232,10,19.21,401.68,Beauty,372,11/13/2023,8516,279,10,376.01,1393,11/13/2023,Monday,April,1974,8479,John,Eaton,Female,52,Islamabad,Pakistan,287,show,Electronics,336,7.93,Steven,Moore,Male,24,Faisalabad,486,Night,12,211,5,746.03,0.23
1394,11/28/2016,6784,293,6,12.46,272.75,Beauty,396,11/28/2016,7576,214,6,458.96,1394,11/28/2016,Friday,January,2005,9267,Anthony,West,Female,42,Lahore,Pakistan,267,history,Electronics,350,33.23,Kathy,Khan,Male,59,Lahore,430,Day,6,117,5,851.08,0.47
1395,10/29/2015,7407,288,7,20.6,88.63,Beauty,398,10/29/2015,4365,287,10,201.97,1395,10/29/2015,Monday,May,1994,3233,Tammy,Jones,Male,55,Lahore,Pakistan,240,article,Home Decor,338,33.08,James,Mack,Female,31,Lahore,444,Day,8,174,8,403.59,0.36
1396,9/15/2023,7834,260,7,39.33,179.45,Clothing,367,9/15/2023,5227,247,9,170.43,1396,9/15/2023,Monday,April,1979,8449,Nicole,Barry,Male,24,Lahore,Pakistan,264,financial,Home Decor,365,19.48,Diane,Jenkins,Female,49,Islamabad,487,Night,12,97,5,866.92,0.35
1397,2/28/2015,7662,292,8,42.05,136.07,Home Decor,351,2/28/2015,7581,255,5,313.25,1397,2/28/2015,Thursday,January,2003,4880,Heather,Moreno,Female,42,Karachi,Pakistan,260,soon,Electronics,392,22.4,Daniel,Strong,Male,60,Islamabad,426,Night,6,77,2,211.59,0.25
1398,6/12/2023,1070,255,3,33.31,50.52,Electronics,351,6/12/2023,1759,258,3,312.88,1398,6/12/2023,Friday,April,2012,8062,Robert,Stephens,Female,47,Lahore,Pakistan,296,authority,Beauty,317,14.9,Amy,Wright,Male,47,Lahore,443,Night,10,18,7,710.23,0.22
1399,4/15/2019,3136,209,1,44.75,169.74,Electronics,301,4/15/2019,9421,262,9,428.66,1399,4/15/2019,Monday,August,1986,3016,Joseph,Carr,Female,62,Karachi,Pakistan,257,air,Clothing,389,18.46,Michael,Lewis,Female,66,Lahore,494,Day,7,8,6,420.35,0.31
1400,5/7/2015,9088,212,9,33.45,252.66,Clothing,313,5/7/2015,3531,260,4,278.02,1400,5/7/2015,Saturday,May,1987,7277,Alyssa,Burns,Male,51,Islamabad,Pakistan,268,identify,Home Decor,325,32.8,Robert,Glenn,Male,22,Faisalabad,494,Day,9,234,8,577.6,0.21
1401,8/24/2015,4959,255,5,7.88,127.01,Beauty,396,8/24/2015,7738,204,8,127.81,1401,8/24/2015,Saturday,February,1984,6402,Stephen,Nash,Female,37,Lahore,Pakistan,234,subject,Clothing,374,27.8,Tony,Edwards,Male,26,Lahore,475,Night,9,55,4,623.25,0.29
1402,9/20/2023,6304,201,4,9.17,84.15,Electronics,376,9/20/2023,7791,289,8,357.01,1402,9/20/2023,Thursday,January,1983,3938,Stephen,Vasquez,Male,64,Islamabad,Pakistan,262,prepare,Clothing,304,30.55,Anthony,Potter,Male,63,Lahore,494,Night,4,359,3,308.64,0.28
1403,4/11/2021,1724,278,6,21.49,426.42,Beauty,392,4/11/2021,3316,297,10,286.49,1403,4/11/2021,Monday,July,2015,2576,Diane,Lewis,Female,55,Islamabad,Pakistan,258,care,Electronics,375,16.78,Melissa,Welch,Male,47,Islamabad,466,Day,11,259,3,852.74,0.2
1404,1/29/2024,9302,288,1,24.13,212.24,Home Decor,358,1/29/2024,7706,202,2,276.44,1404,1/29/2024,Sunday,April,1977,6654,Alexandria,Walker,Female,34,Lahore,Pakistan,272,marriage,Beauty,346,22.81,Steven,Williams,Male,64,Lahore,474,Night,6,82,10,284.33,0.32
1405,6/26/2016,9536,227,4,16.58,381.46,Clothing,305,6/26/2016,7800,244,8,408.35,1405,6/26/2016,Tuesday,April,2018,6737,Bethany,Wright,Female,50,Lahore,Pakistan,246,produce,Electronics,358,20.07,Daniel,Harris,Female,45,Faisalabad,475,Night,9,65,10,239.55,0.22
1406,10/10/2018,7727,260,4,49.07,380.7,Home Decor,301,10/10/2018,5346,259,6,69.4,1406,10/10/2018,Friday,June,1984,9205,Clayton,Price,Male,49,Islamabad,Pakistan,240,certainly,Home Decor,379,42.98,Daniel,Stuart,Male,32,Karachi,498,Day,4,152,10,950.08,0.45
1407,9/3/2018,7015,257,1,17.51,243.95,Beauty,335,9/3/2018,9473,203,9,55.38,1407,9/3/2018,Wednesday,March,1982,9167,Daniel,Simmons,Female,18,Lahore,Pakistan,279,control,Clothing,323,39.17,John,Mathews,Female,25,Islamabad,418,Day,6,335,7,201.42,0.37
1408,8/31/2022,2755,202,10,29.94,92.87,Home Decor,370,8/31/2022,6193,269,6,182.14,1408,8/31/2022,Monday,September,2000,2682,Lorraine,Ross,Male,62,Karachi,Pakistan,253,however,Home Decor,369,18.09,Alicia,Lewis,Male,46,Faisalabad,432,Night,5,224,8,926.28,0.29
1409,7/18/2020,8745,239,6,15.61,398.59,Electronics,391,7/18/2020,6250,255,3,135.69,1409,7/18/2020,Sunday,May,2015,8971,Adam,Medina,Male,19,Lahore,Pakistan,237,pull,Electronics,370,35.98,Jordan,Clark,Male,18,Faisalabad,401,Night,4,152,4,968.08,0.38
1410,2/23/2021,4616,254,2,21.93,393.83,Electronics,316,2/23/2021,2191,273,4,376.53,1410,2/23/2021,Saturday,April,2012,7143,Timothy,Smith,Female,65,Karachi,Pakistan,266,dinner,Clothing,311,37.45,Holly,Perez,Male,65,Faisalabad,406,Day,10,283,2,294.92,0.21
1411,11/30/2016,7638,290,4,37.96,421.53,Beauty,354,11/30/2016,6640,227,2,416.39,1411,11/30/2016,Saturday,October,2024,9518,Penny,Dawson,Female,40,Islamabad,Pakistan,288,ten,Beauty,304,11.32,Richard,Gordon,Female,57,Islamabad,403,Night,9,277,4,966.9,0.31
1412,2/8/2019,8280,205,6,16.09,465.24,Home Decor,390,2/8/2019,7233,227,6,352.27,1412,2/8/2019,Tuesday,July,2015,4847,Joshua,Mcdaniel,Female,29,Islamabad,Pakistan,256,budget,Clothing,349,21.77,Kimberly,Burton,Female,56,Islamabad,421,Night,5,183,7,987.39,0.23
1413,9/6/2019,8266,266,3,44.64,313.69,Clothing,330,9/6/2019,5646,265,6,478.84,1413,9/6/2019,Friday,January,1978,3426,Yesenia,Friedman,Male,29,Karachi,Pakistan,283,laugh,Clothing,390,5.95,Patricia,Burke,Male,62,Islamabad,452,Day,5,102,5,476.77,0.34
1414,9/24/2021,3030,240,5,6.26,332.78,Beauty,386,9/24/2021,9022,296,4,352.78,1414,9/24/2021,Thursday,February,1977,9497,Michael,Finley,Female,18,Faisalabad,Pakistan,205,collection,Clothing,389,8.28,Matthew,Hoffman,Male,25,Karachi,438,Day,9,184,5,265.98,0.14
1415,12/11/2020,7392,215,1,27.69,168.02,Electronics,337,12/11/2020,7061,213,2,164.93,1415,12/11/2020,Tuesday,September,1990,5741,Robert,Solis,Female,40,Faisalabad,Pakistan,259,figure,Clothing,383,45.89,Amy,Williams,Male,44,Karachi,486,Day,9,7,9,251.64,0.17
1416,8/20/2022,3409,276,1,13.92,387.92,Electronics,323,8/20/2022,8986,296,5,456.39,1416,8/20/2022,Sunday,March,1979,3784,Jennifer,Manning,Male,62,Islamabad,Pakistan,295,character,Home Decor,326,49.78,Jonathan,Wright,Male,48,Karachi,412,Day,7,107,4,643.56,0.5
1417,11/8/2016,2809,259,2,18.23,484.21,Home Decor,389,11/8/2016,2309,245,9,215.74,1417,11/8/2016,Sunday,October,2003,4374,Eric,Herrera,Female,70,Lahore,Pakistan,283,without,Electronics,380,6.9,Randy,Duffy,Male,27,Lahore,463,Night,7,239,10,815.51,0.31
1418,3/28/2020,6771,200,9,20.5,198.97,Beauty,344,3/28/2020,3773,254,7,471.7,1418,3/28/2020,Wednesday,April,1998,5444,Sally,Brown,Male,55,Faisalabad,Pakistan,222,citizen,Home Decor,314,6.24,Gregory,Smith,Male,34,Faisalabad,490,Day,6,239,3,766.16,0.34
1419,9/18/2016,6609,214,7,22.95,97.46,Beauty,304,9/18/2016,6272,258,3,120.38,1419,9/18/2016,Wednesday,January,2004,3588,Steven,Evans,Male,46,Islamabad,Pakistan,282,how,Clothing,333,19.1,Brandon,Wilson,Male,52,Karachi,444,Day,10,56,9,597.45,0.44
1420,5/13/2019,9734,214,2,9.28,318.48,Beauty,398,5/13/2019,4839,298,10,452.98,1420,5/13/2019,Friday,August,1988,7612,Ruth,Norris,Female,24,Karachi,Pakistan,235,something,Home Decor,359,48.49,Michael,Jackson,Male,63,Islamabad,421,Night,7,334,4,261.6,0.45
1421,4/3/2023,5188,244,5,24.37,77.22,Beauty,352,4/3/2023,6833,264,2,92.17,1421,4/3/2023,Thursday,September,1972,1494,James,Dunn,Female,49,Islamabad,Pakistan,228,include,Home Decor,381,49.07,Denise,Smith,Male,65,Lahore,486,Night,5,162,5,902.94,0.2
1422,5/21/2020,2981,264,3,5.39,366.08,Beauty,370,5/21/2020,2496,258,6,174.91,1422,5/21/2020,Tuesday,October,1993,4536,Deborah,Barber,Female,53,Faisalabad,Pakistan,215,meeting,Beauty,389,23.47,Robin,Lewis,Male,45,Islamabad,413,Night,6,237,10,785.42,0.16
1423,3/4/2018,3212,281,6,5.05,122.87,Home Decor,355,3/4/2018,9168,243,5,484.22,1423,3/4/2018,Saturday,April,1971,4326,Nicholas,Bowen,Female,27,Faisalabad,Pakistan,207,of,Beauty,312,17.67,Jacqueline,Walker,Female,32,Faisalabad,482,Night,10,173,9,925.58,0.11
1424,1/19/2018,9866,274,4,15.73,461.4,Clothing,396,1/19/2018,1440,224,10,63.76,1424,1/19/2018,Wednesday,August,2017,8170,Paul,Scott,Female,44,Islamabad,Pakistan,219,side,Beauty,354,46.88,Stephanie,Russo,Female,59,Karachi,423,Day,11,217,5,150.49,0.46
1425,7/8/2020,2537,278,1,21.06,442.08,Beauty,387,7/8/2020,1009,269,1,326.5,1425,7/8/2020,Saturday,September,1987,4508,Makayla,Reyes,Male,53,Karachi,Pakistan,252,always,Clothing,393,41.28,Craig,Wheeler,Male,19,Islamabad,430,Day,5,270,1,156.56,0.1
1426,7/1/2016,8670,286,10,24.71,303.36,Electronics,328,7/1/2016,4377,200,4,162.58,1426,7/1/2016,Monday,May,1997,4456,Richard,Jones,Male,25,Islamabad,Pakistan,249,discussion,Electronics,387,48.58,Christine,Mack,Male,21,Faisalabad,477,Night,4,173,6,906.25,0.49
1427,2/22/2015,6102,214,10,28.85,236.75,Beauty,317,2/22/2015,1795,227,6,420.88,1427,2/22/2015,Thursday,April,2018,4353,Angela,Gilmore,Female,32,Karachi,Pakistan,204,writer,Home Decor,330,48.05,Timothy,Washington,Male,52,Karachi,454,Night,9,8,3,752.29,0.13
1428,6/2/2023,5221,238,1,25.48,218.81,Electronics,329,6/2/2023,9744,251,8,107.97,1428,6/2/2023,Saturday,October,1993,2295,Joshua,Burke,Male,20,Islamabad,Pakistan,277,law,Beauty,336,18.81,Kathy,Hanson,Male,32,Karachi,411,Day,6,356,4,715.38,0.31
1429,6/3/2018,7178,242,5,34.52,315.06,Electronics,350,6/3/2018,2179,292,8,438.11,1429,6/3/2018,Sunday,November,1984,7127,James,Peterson,Male,42,Faisalabad,Pakistan,204,support,Electronics,366,21.81,Samantha,Hernandez,Female,27,Karachi,473,Night,11,182,8,338.93,0.47
1430,3/21/2021,5533,291,7,26.02,438.54,Clothing,383,3/21/2021,3433,201,3,150.83,1430,3/21/2021,Saturday,April,1977,2495,Emily,Richard,Male,22,Islamabad,Pakistan,242,where,Beauty,382,38.55,Kristine,Nichols,Female,20,Islamabad,451,Night,5,206,6,467.02,0.15
1431,7/3/2019,5451,250,6,24.42,69.35,Beauty,323,7/3/2019,3383,288,3,390.61,1431,7/3/2019,Saturday,May,2008,8352,Madison,Knox,Female,26,Karachi,Pakistan,279,third,Clothing,316,45.13,Brian,Shepard,Female,54,Islamabad,448,Day,9,37,8,457.03,0.11
1432,1/15/2021,7520,278,7,44.3,380.43,Home Decor,311,1/15/2021,2203,206,2,146.89,1432,1/15/2021,Saturday,July,2020,4304,Joseph,Smith,Female,67,Lahore,Pakistan,296,talk,Beauty,301,31.91,Jordan,Koch,Female,40,Faisalabad,406,Day,10,221,7,529.4,0.45
1433,12/5/2020,8677,222,8,22.45,79.3,Clothing,392,12/5/2020,4574,296,8,402.1,1433,12/5/2020,Sunday,April,2004,9109,Lawrence,Newman,Male,54,Faisalabad,Pakistan,214,voice,Home Decor,369,24.55,Stephen,Gill,Female,20,Lahore,422,Night,7,126,5,224.36,0.1
1434,4/27/2018,8566,260,1,47.17,480.2,Home Decor,306,4/27/2018,9901,294,4,463.64,1434,4/27/2018,Friday,February,2018,9765,Lisa,Hull,Female,68,Lahore,Pakistan,261,second,Home Decor,399,37.81,Emma,Kennedy,Female,35,Faisalabad,467,Day,11,298,5,737.1,0.23
1435,4/11/2017,6909,267,3,25.66,235.21,Beauty,339,4/11/2017,6544,278,1,190.16,1435,4/11/2017,Thursday,October,1972,7789,Jack,Williams,Male,63,Lahore,Pakistan,288,hotel,Home Decor,395,41.63,Philip,Walters,Female,19,Karachi,457,Day,8,129,3,447.46,0.42
1436,5/21/2022,3628,243,5,13.79,308,Home Decor,326,5/21/2022,3821,289,2,139.9,1436,5/21/2022,Monday,February,2004,8517,Meredith,Stafford,Male,65,Faisalabad,Pakistan,240,common,Beauty,347,14.23,Craig,Lee,Male,64,Islamabad,493,Night,12,344,3,946.48,0.16
1437,7/29/2017,5593,239,9,18.79,441.71,Home Decor,347,7/29/2017,2352,213,5,348.22,1437,7/29/2017,Wednesday,October,1981,5220,Virginia,Stephens,Male,68,Karachi,Pakistan,252,arm,Beauty,336,16.35,Philip,Gardner,Male,25,Faisalabad,474,Day,9,183,4,131.35,0.3
1438,7/23/2015,7709,266,7,31.72,494.31,Beauty,306,7/23/2015,8468,204,6,215.05,1438,7/23/2015,Monday,February,1970,2702,Frances,Holt,Male,69,Faisalabad,Pakistan,213,teacher,Home Decor,342,11.04,Christopher,Jimenez,Male,19,Faisalabad,439,Night,4,292,7,700.53,0.41
1439,1/2/2024,6121,232,5,20.8,315.68,Clothing,396,1/2/2024,6410,202,2,177.56,1439,1/2/2024,Sunday,September,1973,7066,Brenda,Griffin,Female,43,Lahore,Pakistan,273,in,Electronics,332,22.65,Mary,Gates,Male,19,Lahore,401,Night,4,336,6,162.8,0.13
1440,10/22/2015,4817,212,4,12.88,341.3,Beauty,322,10/22/2015,6227,284,9,224.73,1440,10/22/2015,Friday,December,2018,6281,Michael,Mccann,Male,49,Karachi,Pakistan,286,fund,Clothing,358,34.78,Jessica,Brady,Male,31,Faisalabad,453,Day,5,281,7,498.22,0.3
1441,11/18/2021,4103,297,7,20.92,324.87,Electronics,327,11/18/2021,7073,237,9,210.17,1441,11/18/2021,Monday,November,2011,6753,Heather,Kramer,Male,62,Karachi,Pakistan,279,American,Electronics,368,26.11,Christopher,Hale,Male,46,Islamabad,489,Day,5,73,6,414.73,0.42
1442,10/11/2014,3099,242,8,30.58,282.91,Electronics,307,10/11/2014,6108,258,3,220.24,1442,10/11/2014,Thursday,October,1977,5887,Jennifer,Chan,Male,33,Islamabad,Pakistan,236,government,Beauty,318,25.34,David,Allen,Male,27,Faisalabad,426,Night,4,247,2,899.97,0.12
1443,4/20/2019,3096,241,8,40.24,295.33,Beauty,300,4/20/2019,7165,257,3,475.18,1443,4/20/2019,Monday,October,1980,8998,Anthony,Smith,Female,23,Faisalabad,Pakistan,278,him,Home Decor,301,43.71,Teresa,Nguyen,Male,68,Faisalabad,438,Night,4,32,5,728.23,0.21
1444,12/16/2021,7858,202,8,24.45,384.76,Beauty,308,12/16/2021,9245,264,8,142.76,1444,12/16/2021,Saturday,April,2022,2608,Ashley,Alvarez,Female,31,Karachi,Pakistan,229,past,Electronics,300,8.48,Evelyn,Roberts,Male,63,Lahore,483,Night,8,49,7,609.77,0.12
1445,1/25/2017,2806,227,2,37.35,221.84,Clothing,358,1/25/2017,2160,225,10,461.57,1445,1/25/2017,Thursday,February,1982,4866,Kristi,Edwards,Male,60,Karachi,Pakistan,284,ahead,Home Decor,370,7.53,Nicole,Thompson,Female,49,Faisalabad,465,Day,7,152,1,794.13,0.28
1446,11/10/2017,7719,202,10,17.98,97.15,Home Decor,316,11/10/2017,7723,263,4,174.22,1446,11/10/2017,Sunday,April,1988,9111,Evelyn,Velazquez,Female,50,Karachi,Pakistan,272,bag,Beauty,376,7.79,Larry,Fisher,Male,65,Lahore,473,Day,5,163,6,925.53,0.1
1447,10/10/2014,5973,242,9,41.13,125.79,Clothing,357,10/10/2014,2551,278,8,235.69,1447,10/10/2014,Thursday,October,1997,2209,Daniel,Cardenas,Female,29,Karachi,Pakistan,248,other,Beauty,352,35.61,Morgan,Ward,Male,30,Faisalabad,427,Day,12,344,6,511.03,0.17
1448,1/28/2015,4228,247,5,35.55,491.66,Home Decor,320,1/28/2015,6637,296,3,266.62,1448,1/28/2015,Tuesday,September,1998,9345,Debra,Lopez,Female,37,Islamabad,Pakistan,276,truth,Clothing,384,35.22,Amy,Mason,Female,69,Lahore,469,Night,9,206,9,970.3,0.23
1449,9/29/2018,1950,277,5,8.74,372.63,Electronics,325,9/29/2018,2730,288,2,184.66,1449,9/29/2018,Sunday,May,1978,2926,Robert,Hernandez,Male,43,Islamabad,Pakistan,254,second,Clothing,330,36.1,Michael,Roach,Male,27,Karachi,478,Night,4,360,7,542.52,0.12
1450,5/23/2019,7760,220,9,24.39,54.94,Clothing,391,5/23/2019,7707,223,3,122.05,1450,5/23/2019,Monday,February,1987,4054,Margaret,Hayes,Female,56,Lahore,Pakistan,223,chance,Beauty,371,43.1,Shannon,Cruz,Male,62,Lahore,445,Night,9,242,2,551.77,0.39
1451,9/3/2019,6282,222,4,42.24,478.2,Electronics,312,9/3/2019,5441,236,4,87.52,1451,9/3/2019,Tuesday,March,2003,1092,Janice,Chavez,Female,45,Karachi,Pakistan,214,little,Home Decor,305,6.37,Tony,Baker,Female,62,Lahore,465,Night,4,110,6,228.73,0.35
1452,3/22/2018,1788,256,6,5.12,371.9,Home Decor,322,3/22/2018,8008,293,9,102.06,1452,3/22/2018,Sunday,July,2003,9857,Todd,Fuller,Male,70,Islamabad,Pakistan,207,community,Clothing,302,29.5,Marisa,Martinez,Female,36,Faisalabad,475,Night,8,89,2,244.07,0.35
1453,9/25/2014,5560,220,3,34.73,176.64,Beauty,396,9/25/2014,2157,255,7,403.29,1453,9/25/2014,Monday,July,2016,5172,Denise,Hunt,Male,57,Lahore,Pakistan,209,third,Beauty,326,34.42,James,Harper,Female,44,Karachi,412,Night,8,155,6,363.05,0.5
1454,4/23/2020,5171,237,10,13.35,464.92,Home Decor,312,4/23/2020,6899,240,1,143.17,1454,4/23/2020,Friday,July,2012,1577,Mary,Roth,Male,39,Lahore,Pakistan,220,guess,Home Decor,356,8.09,Edgar,Summers,Male,70,Islamabad,412,Day,6,170,10,955.49,0.19
1455,12/23/2018,7164,245,2,42.22,400.51,Beauty,352,12/23/2018,3825,204,2,53.97,1455,12/23/2018,Friday,July,1994,7399,Amy,Le,Male,66,Faisalabad,Pakistan,223,see,Beauty,357,12.54,Chelsea,Thompson,Female,59,Islamabad,401,Night,7,261,7,857.96,0.17
1456,5/2/2016,5597,210,2,47.73,257.35,Electronics,388,5/2/2016,3436,295,3,244.54,1456,5/2/2016,Tuesday,May,1987,8202,Michael,Bowers,Female,45,Lahore,Pakistan,288,so,Home Decor,382,43.66,Sharon,Dixon,Female,30,Faisalabad,442,Night,6,148,6,173.11,0.24
1457,3/23/2022,5027,229,10,23.06,498.34,Clothing,380,3/23/2022,1227,293,10,172.88,1457,3/23/2022,Monday,June,1997,6159,Aaron,Johnson,Female,47,Lahore,Pakistan,273,describe,Clothing,343,35.42,Wendy,Rogers,Male,54,Islamabad,466,Night,9,329,9,234.61,0.44
1458,12/7/2020,9303,286,3,15.94,242.95,Electronics,381,12/7/2020,7942,222,9,136.53,1458,12/7/2020,Wednesday,June,1988,2345,David,Dixon,Male,22,Faisalabad,Pakistan,221,sing,Beauty,316,18.36,Angela,Cabrera,Female,59,Karachi,480,Night,4,67,10,976.9,0.39
1459,7/10/2019,7770,280,8,33.38,117.38,Electronics,327,7/10/2019,5067,274,3,260.55,1459,7/10/2019,Tuesday,September,2016,3698,Tonya,Collier,Male,45,Lahore,Pakistan,296,would,Clothing,316,14.67,Kayla,Young,Female,24,Karachi,406,Night,11,205,10,491.24,0.21
1460,9/15/2015,6536,278,10,13.57,389.67,Beauty,340,9/15/2015,9859,275,6,375.18,1460,9/15/2015,Saturday,April,1985,1444,Michael,Pena,Male,31,Islamabad,Pakistan,297,miss,Beauty,387,40.95,Carlos,Diaz,Female,36,Islamabad,448,Day,7,31,10,439.23,0.21
1461,7/5/2016,8502,212,6,6.7,225.31,Home Decor,346,7/5/2016,7707,272,7,80.31,1461,7/5/2016,Monday,September,2004,2905,David,Hoffman,Male,37,Karachi,Pakistan,231,more,Electronics,376,22.46,Katherine,Wilson,Female,47,Karachi,485,Night,4,362,4,914.01,0.43
1462,3/2/2021,3397,204,8,42.84,396.64,Electronics,318,3/2/2021,4749,216,4,167.9,1462,3/2/2021,Friday,October,1974,5181,Kyle,Lester,Male,55,Karachi,Pakistan,231,surface,Electronics,398,32.91,Thomas,Robbins,Female,47,Lahore,452,Night,8,242,10,653,0.3
1463,11/4/2021,8964,201,9,46.65,132.8,Home Decor,395,11/4/2021,2691,208,10,369.98,1463,11/4/2021,Saturday,December,2018,5568,John,Bradford,Female,70,Karachi,Pakistan,230,full,Beauty,307,37.06,Ann,Smith,Female,69,Faisalabad,437,Night,9,354,2,289.3,0.12
1464,5/31/2020,1156,272,3,41.79,142.97,Electronics,358,5/31/2020,2889,230,8,200.83,1464,5/31/2020,Sunday,April,2008,1653,Debra,Moore,Male,29,Islamabad,Pakistan,239,dog,Beauty,328,31.34,Richard,Glover,Male,22,Islamabad,413,Night,8,283,6,186.23,0.22
1465,4/2/2017,1153,276,7,15.22,136.12,Clothing,362,4/2/2017,3033,254,7,244.55,1465,4/2/2017,Tuesday,June,1997,6721,Lisa,Harris,Male,47,Faisalabad,Pakistan,260,drop,Electronics,351,8.07,Raymond,Mcconnell,Female,45,Lahore,440,Night,12,119,5,423.05,0.45
1466,10/22/2015,6147,208,4,10.19,476.45,Home Decor,328,10/22/2015,8208,296,7,62.23,1466,10/22/2015,Sunday,October,2021,1251,Nancy,Harris,Female,53,Karachi,Pakistan,294,seem,Clothing,327,12.31,Robin,Cox,Female,46,Karachi,426,Day,12,334,9,623.58,0.45
1467,1/27/2024,1063,267,10,15.55,68.21,Electronics,364,1/27/2024,2090,225,3,162.2,1467,1/27/2024,Wednesday,July,2008,9910,James,Terry,Female,42,Islamabad,Pakistan,280,conference,Beauty,313,25.74,Tyler,Jefferson,Female,42,Islamabad,423,Night,4,213,9,725.39,0.37
1468,1/8/2023,2457,229,10,37.91,488.06,Beauty,347,1/8/2023,5826,203,6,338.23,1468,1/8/2023,Tuesday,September,2005,9857,Timothy,Hayes,Male,19,Islamabad,Pakistan,293,build,Home Decor,324,38.27,Andrea,Robinson,Female,28,Islamabad,498,Day,9,122,7,926.47,0.16
1469,10/27/2023,9528,246,3,15.05,423.48,Home Decor,301,10/27/2023,8577,237,4,210.45,1469,10/27/2023,Tuesday,September,2008,3631,Tina,Gray,Male,53,Islamabad,Pakistan,261,role,Clothing,318,32.03,Karen,Durham,Female,69,Lahore,423,Day,10,214,4,397.81,0.4
1470,1/17/2016,3266,268,7,30.73,377.23,Beauty,338,1/17/2016,3129,275,7,418.56,1470,1/17/2016,Sunday,April,1979,7232,Victoria,York,Female,18,Faisalabad,Pakistan,246,me,Electronics,379,23.22,Frank,Craig,Female,47,Islamabad,435,Night,8,2,5,640.15,0.45
1471,1/14/2016,1008,249,2,39.48,283.22,Beauty,352,1/14/2016,8270,265,7,173.09,1471,1/14/2016,Thursday,July,2014,3626,Ryan,Crawford,Male,55,Islamabad,Pakistan,237,own,Clothing,302,21.29,Chris,Quinn,Female,57,Islamabad,423,Day,10,330,6,194.37,0.5
1472,4/26/2021,4081,270,3,12.29,467.04,Home Decor,333,4/26/2021,2475,263,10,178.29,1472,4/26/2021,Monday,July,2018,7093,Travis,Reynolds,Female,56,Faisalabad,Pakistan,246,manage,Beauty,313,24.67,Alexis,King,Male,39,Faisalabad,479,Day,6,352,8,757.01,0.32
1473,11/26/2015,6705,234,7,29.6,348.39,Beauty,337,11/26/2015,3166,210,6,270.7,1473,11/26/2015,Thursday,November,2012,3812,Courtney,Solis,Male,51,Islamabad,Pakistan,264,apply,Home Decor,302,23.66,Christine,Pearson,Male,67,Faisalabad,412,Day,8,350,9,915.08,0.13
